session_id,player_id,session_date,hour_of_day,is_evening,game_type,duration_mins,bets_placed,avg_stake,near_miss_count,returned_next_day,rg_flag,device
S0011706,P01593,2024-09-30,5,False,sports_betting,30,105,3.42,0,False,False,mobile
S0011707,P01593,2024-10-28,14,False,live_casino,35,64,2.1,0,True,False,mobile
S0011708,P01593,2024-09-08,14,False,live_casino,85,138,1.78,0,True,False,mobile
S0011709,P01593,2024-08-29,0,False,live_casino,17,45,35.08,0,True,False,mobile
S0011710,P01593,2024-10-07,12,False,live_casino,130,472,5.1,1,False,False,mobile
S0011711,P01593,2024-09-05,20,True,slots,7,11,3.92,0,True,False,mobile
S0011712,P01593,2024-11-15,22,True,sports_betting,4,7,8.9,0,False,False,mobile
S0011713,P01593,2024-09-15,16,False,live_casino,10,21,4.73,0,False,False,mobile
S0011714,P01593,2024-10-02,16,False,slots,9,25,1.9,0,False,False,mobile
S0011715,P01593,2024-10-12,9,False,slots,27,64,4.2,0,True,False,mobile
S0011716,P01593,2024-09-10,15,False,slots,32,108,3.63,1,False,False,mobile
S0011717,P01593,2024-11-16,13,False,live_casino,14,51,7.21,1,True,False,mobile
S0011718,P01593,2024-09-21,12,False,live_casino,19,60,7.32,0,True,False,mobile
S0011719,P01593,2024-09-23,7,False,live_casino,55,131,4.9,2,False,False,mobile
S0011720,P01593,2024-10-21,13,False,sports_betting,10,33,2.1,0,False,False,mobile
S0011721,P01593,2024-10-21,8,False,slots,11,43,23.64,0,True,False,mobile
S0011722,P01593,2024-09-13,13,False,slots,19,64,31.27,1,True,False,mobile
S0011723,P01593,2024-10-20,12,False,sports_betting,10,22,5.96,1,True,False,mobile
S0011724,P01593,2024-10-20,13,False,slots,44,80,8.6,0,False,False,mobile
S0011725,P01593,2024-09-11,10,False,slots,6,19,2.38,1,False,False,mobile
S0011726,P01593,2024-08-31,8,False,slots,14,33,7.74,0,False,False,mobile
S0011727,P01593,2024-09-27,19,True,slots,43,84,32.73,0,False,False,mobile
S0011728,P01593,2024-08-20,21,True,slots,12,43,9.98,1,False,False,mobile
S0011729,P01593,2024-09-11,13,False,live_casino,12,42,1.42,0,True,False,mobile
S0011730,P01593,2024-11-03,11,False,live_casino,10,39,9.59,0,True,False,mobile
S0011731,P01593,2024-10-19,13,False,slots,13,42,6.2,0,True,False,mobile
S0011732,P01593,2024-10-05,18,True,sports_betting,12,27,3.48,1,False,False,mobile
S0011733,P01596,2024-05-14,15,False,sports_betting,6,23,6.96,0,True,False,desktop
S0011734,P01596,2024-05-03,13,False,slots,69,157,2.98,0,True,False,desktop
S0011735,P01596,2024-04-18,11,False,live_casino,18,63,7.2,0,False,False,desktop
S0011736,P01596,2024-05-06,9,False,slots,20,55,8.25,0,False,False,desktop
S0011737,P01596,2024-04-23,15,False,live_casino,8,17,4.85,0,False,False,desktop
S0011738,P01596,2024-05-06,15,False,slots,20,51,3.66,1,True,False,desktop
S0011739,P01596,2024-04-15,13,False,live_casino,21,33,11.37,0,False,False,desktop
S0011740,P01596,2024-05-21,22,True,live_casino,25,97,1.85,0,True,False,desktop
S0011741,P01596,2024-05-20,16,False,slots,99,262,3.25,2,False,False,desktop
S0011742,P01596,2024-04-29,17,False,table_games,10,33,10.42,0,True,False,desktop
S0011743,P01596,2024-04-26,10,False,live_casino,35,121,12.37,0,False,False,desktop
S0011744,P01596,2024-05-14,17,False,slots,25,57,14.63,0,False,False,desktop
S0011745,P01596,2024-05-14,20,True,slots,6,14,10.33,0,True,False,desktop
S0011746,P01596,2024-05-18,22,True,slots,26,92,23.89,0,False,False,desktop
S0011747,P01596,2024-04-21,23,True,live_casino,35,75,7.22,0,True,False,desktop
S0011748,P01596,2024-04-19,18,True,slots,27,91,18.93,3,True,False,desktop
S0011749,P01597,2024-09-29,19,True,slots,9,33,3.22,0,True,False,mobile
S0011750,P01597,2024-10-21,11,False,live_casino,8,17,5.58,0,True,False,mobile
S0011751,P01597,2024-12-03,22,True,slots,8,24,5.05,1,False,False,mobile
S0011752,P01597,2024-09-19,19,True,slots,28,55,4.57,1,True,False,mobile
S0011753,P01597,2024-10-06,2,False,slots,49,116,2.32,2,True,False,mobile
S0011754,P01597,2024-09-13,11,False,slots,44,129,10.78,0,False,False,mobile
S0011755,P01597,2024-10-04,17,False,slots,2,6,0.73,1,True,False,mobile
S0011756,P01597,2024-12-05,14,False,sports_betting,40,90,5.77,0,True,False,mobile
S0011757,P01597,2024-10-13,9,False,sports_betting,38,57,12.26,0,False,False,mobile
S0011758,P01597,2024-11-22,10,False,live_casino,35,95,7.78,0,True,False,mobile
S0011759,P01597,2024-11-16,6,False,table_games,4,10,11.89,0,False,False,mobile
S0011760,P01597,2024-10-16,14,False,slots,14,47,4.99,0,False,False,mobile
S0011761,P01597,2024-09-23,21,True,table_games,24,85,3.57,0,True,False,mobile
S0011762,P01597,2024-09-27,12,False,slots,5,18,4.78,0,False,False,mobile
S0011763,P01597,2024-09-26,8,False,live_casino,54,118,12.85,0,True,False,mobile
S0011764,P01597,2024-10-01,14,False,slots,65,178,2.63,2,False,False,mobile
S0011765,P01597,2024-11-20,17,False,slots,13,20,3.49,0,False,False,mobile
S0011766,P01597,2024-10-11,22,True,sports_betting,43,164,3.41,0,True,False,mobile
S0011767,P01597,2024-10-21,15,False,slots,9,25,9.02,0,False,False,mobile
S0011768,P01597,2024-11-09,17,False,slots,24,42,3.78,2,True,False,mobile
S0011769,P01597,2024-11-22,17,False,slots,53,185,9.19,0,True,False,mobile
S0011770,P01597,2024-11-23,14,False,live_casino,25,74,8.31,0,False,False,mobile
S0011771,P01597,2024-09-23,18,True,live_casino,24,58,10.8,2,True,False,mobile
S0011772,P01597,2024-09-11,22,True,sports_betting,6,17,2.28,0,False,False,mobile
S0011773,P01597,2024-10-25,10,False,live_casino,12,31,5.62,1,False,False,mobile
S0011774,P01597,2024-11-05,6,False,sports_betting,70,157,0.39,0,False,False,mobile
S0011775,P01597,2024-10-06,2,False,live_casino,18,33,2.66,0,False,False,mobile
S0011776,P01597,2024-10-01,14,False,slots,22,71,2.11,0,True,False,mobile
S0011777,P01597,2024-09-24,21,True,slots,10,19,6.78,2,True,False,mobile
S0011778,P01597,2024-11-19,23,True,table_games,12,26,10.11,0,True,False,mobile
S0011779,P01597,2024-10-28,6,False,live_casino,102,300,9.6,0,False,False,mobile
S0011780,P01598,2024-05-05,20,True,slots,22,40,3.67,1,True,False,mobile
S0011781,P01598,2024-04-15,12,False,slots,32,88,2.87,1,False,False,mobile
S0011782,P01598,2024-04-25,12,False,slots,16,60,9.05,0,True,False,mobile
S0011783,P01598,2024-04-16,9,False,live_casino,265,777,14.57,1,True,False,mobile
S0011784,P01598,2024-04-30,16,False,slots,17,34,12.31,0,False,False,mobile
S0011785,P01598,2024-04-21,16,False,slots,9,17,5.23,0,True,False,mobile
S0011786,P01598,2024-05-06,10,False,slots,26,48,2.94,1,False,False,mobile
S0011787,P01598,2024-04-17,19,True,sports_betting,13,21,5.2,0,True,False,mobile
S0011788,P01598,2024-04-14,21,True,slots,27,86,13.54,1,True,False,mobile
S0011789,P01598,2024-04-19,6,False,live_casino,54,138,5.72,0,False,False,mobile
S0011790,P01598,2024-04-30,17,False,live_casino,7,14,4.43,0,False,False,mobile
S0011791,P01598,2024-04-16,17,False,slots,26,61,20.93,0,False,False,mobile
S0011792,P01600,2024-04-16,19,True,sports_betting,23,34,15.0,0,True,False,desktop
S0011793,P01600,2024-04-19,8,False,live_casino,40,99,6.45,1,False,False,desktop
S0011794,P01600,2024-04-21,20,True,sports_betting,3,7,1.62,0,False,False,desktop
S0011795,P01600,2024-04-25,17,False,sports_betting,30,71,24.23,0,True,False,desktop
S0011796,P01601,2024-07-18,11,False,slots,12,43,6.87,0,True,False,desktop
S0011797,P01601,2024-06-14,14,False,live_casino,7,21,11.03,1,True,False,desktop
S0011798,P01601,2024-07-19,13,False,slots,22,74,3.47,2,False,False,desktop
S0011799,P01601,2024-05-26,17,False,slots,9,32,17.92,1,True,False,desktop
S0011800,P01601,2024-07-23,12,False,sports_betting,15,43,9.26,0,True,False,desktop
S0011801,P01601,2024-06-17,21,True,table_games,22,62,2.59,1,True,False,desktop
S0011802,P01601,2024-07-25,19,True,slots,3,7,8.83,1,True,False,desktop
S0011803,P01601,2024-06-03,17,False,slots,11,25,45.75,0,False,False,desktop
S0011804,P01601,2024-07-23,21,True,sports_betting,30,109,1.18,0,True,False,desktop
S0011805,P01601,2024-07-11,9,False,slots,14,50,1.08,0,True,False,desktop
S0011806,P01601,2024-06-02,20,True,slots,6,23,32.83,0,False,False,desktop
S0011807,P01601,2024-05-27,13,False,sports_betting,6,21,3.83,0,False,False,desktop
S0011808,P01601,2024-07-16,16,False,slots,24,66,2.12,0,True,False,desktop
S0011809,P01601,2024-07-06,7,False,live_casino,41,74,37.73,0,False,False,desktop
S0011810,P01601,2024-06-28,14,False,live_casino,34,78,3.5,0,False,False,desktop
S0011811,P01601,2024-05-29,22,True,live_casino,17,50,3.41,0,False,False,desktop
S0011812,P01601,2024-06-03,13,False,slots,65,245,2.63,1,False,False,desktop
S0011813,P01601,2024-06-29,11,False,live_casino,15,57,5.96,0,True,False,desktop
S0011814,P01601,2024-06-25,22,True,live_casino,12,43,28.12,0,False,False,desktop
S0011815,P01601,2024-06-30,22,True,live_casino,52,174,2.84,1,False,False,desktop
S0011816,P01601,2024-07-26,12,False,slots,23,57,7.42,0,True,False,desktop
S0011817,P01601,2024-06-26,14,False,slots,19,67,1.72,1,False,False,desktop
S0011818,P01601,2024-06-09,15,False,table_games,13,33,8.45,0,False,False,desktop
S0011819,P01601,2024-06-18,17,False,live_casino,8,14,1.65,0,False,False,desktop
S0011820,P01601,2024-06-13,19,True,sports_betting,38,59,4.48,0,True,False,desktop
S0011821,P01604,2024-04-30,14,False,sports_betting,10,38,4.32,0,True,False,mobile
S0011822,P01604,2024-04-04,19,True,sports_betting,20,32,2.36,0,True,False,mobile
S0011823,P01604,2024-04-02,19,True,slots,10,34,2.88,2,True,False,mobile
S0011824,P01604,2024-05-23,11,False,slots,25,79,2.65,0,False,False,mobile
S0011825,P01604,2024-06-02,7,False,sports_betting,17,60,11.11,1,True,False,mobile
S0011826,P01604,2024-05-21,15,False,live_casino,30,51,8.02,0,True,False,mobile
S0011827,P01604,2024-04-29,18,True,slots,17,33,2.66,2,True,False,mobile
S0011828,P01604,2024-06-12,12,False,live_casino,20,70,4.71,2,False,False,mobile
S0011829,P01604,2024-04-08,18,True,slots,8,18,4.19,0,False,False,mobile
S0011830,P01604,2024-04-11,15,False,sports_betting,15,46,1.75,2,False,False,mobile
S0011831,P01604,2024-06-14,10,False,sports_betting,9,31,8.02,0,True,False,mobile
S0011832,P01604,2024-04-28,18,True,slots,66,203,5.21,1,True,False,mobile
S0011833,P01604,2024-05-01,20,True,slots,26,90,5.98,0,True,False,mobile
S0011834,P01604,2024-04-14,12,False,live_casino,22,79,2.91,0,False,False,mobile
S0011835,P01604,2024-05-02,15,False,slots,28,48,6.57,0,False,False,mobile
S0011836,P01604,2024-04-29,14,False,live_casino,59,165,2.73,0,False,False,mobile
S0011837,P01604,2024-04-09,20,True,slots,30,107,9.92,0,False,False,mobile
S0011838,P01604,2024-04-01,15,False,slots,49,75,7.82,0,False,False,mobile
S0011839,P01604,2024-04-27,10,False,sports_betting,33,50,3.79,1,False,False,mobile
S0011840,P01604,2024-04-27,17,False,live_casino,85,198,4.27,0,True,False,mobile
S0011841,P01604,2024-04-12,14,False,table_games,22,75,11.66,1,False,False,mobile
S0011842,P01604,2024-06-13,19,True,table_games,26,44,9.85,0,True,False,mobile
S0011843,P01604,2024-04-06,12,False,live_casino,28,96,13.23,0,False,False,mobile
S0011844,P01604,2024-05-06,6,False,sports_betting,32,91,3.49,0,False,False,mobile
S0011845,P01604,2024-05-17,19,True,table_games,10,22,1.9,0,True,False,mobile
S0011846,P01604,2024-04-05,19,True,slots,11,37,2.32,1,True,False,mobile
S0011847,P01604,2024-04-12,15,False,slots,51,192,21.33,0,True,False,mobile
S0011848,P01604,2024-05-04,20,True,live_casino,18,61,19.41,0,True,False,mobile
S0011849,P01604,2024-05-08,13,False,slots,32,66,86.47,2,True,False,mobile
S0011850,P01604,2024-05-25,22,True,slots,54,186,4.05,2,True,False,mobile
S0011851,P01607,2024-05-14,16,False,sports_betting,25,93,3.5,0,True,False,desktop
S0011852,P01607,2024-05-13,20,True,sports_betting,2,6,7.02,0,False,False,desktop
S0011853,P01607,2024-05-13,18,True,sports_betting,8,30,2.86,0,True,False,desktop
S0011854,P01609,2024-01-10,14,False,slots,7,25,0.75,1,False,False,desktop
S0011855,P01609,2024-01-06,10,False,slots,68,194,35.32,2,False,False,desktop
S0011856,P01609,2024-01-04,18,True,slots,19,56,11.36,1,True,False,desktop
S0011857,P01609,2024-01-07,10,False,live_casino,28,66,10.83,0,True,False,desktop
S0011858,P01610,2024-09-27,5,False,slots,42,159,23.46,1,False,False,mobile
S0011859,P01611,2024-02-24,5,False,slots,12,26,4.34,0,True,False,desktop
S0011860,P01611,2024-03-18,14,False,live_casino,24,68,5.6,1,False,False,desktop
S0011861,P01611,2024-02-26,20,True,slots,60,225,5.38,1,False,False,desktop
S0011862,P01611,2024-03-15,21,True,live_casino,25,84,1.7,0,False,False,desktop
S0011863,P01611,2024-03-11,7,False,slots,25,39,34.85,1,True,False,desktop
S0011864,P01611,2024-03-09,7,False,slots,15,23,10.59,0,False,False,desktop
S0011865,P01611,2024-03-11,22,True,slots,7,14,30.45,1,True,False,desktop
S0011866,P01611,2024-02-28,22,True,table_games,16,46,7.77,0,True,False,desktop
S0011867,P01611,2024-03-14,18,True,slots,22,42,1.04,2,True,False,desktop
S0011868,P01611,2024-03-21,20,True,slots,9,20,28.63,0,False,False,desktop
S0011869,P01611,2024-02-24,18,True,sports_betting,13,42,14.98,0,False,False,desktop
S0011870,P01613,2024-04-04,7,False,slots,75,119,9.32,0,False,False,tablet
S0011871,P01613,2024-03-25,9,False,live_casino,6,20,10.04,0,True,False,tablet
S0011872,P01613,2024-04-05,9,False,slots,20,46,2.47,2,True,False,tablet
S0011873,P01613,2024-04-06,4,False,slots,30,46,7.83,1,False,False,tablet
S0011874,P01613,2024-04-12,14,False,live_casino,84,180,1.18,0,False,False,tablet
S0011875,P01613,2024-04-06,12,False,slots,8,16,3.5,2,True,False,tablet
S0011876,P01613,2024-03-20,14,False,live_casino,5,7,9.43,0,True,False,tablet
S0011877,P01613,2024-03-29,20,True,slots,24,57,44.46,0,True,False,tablet
S0011878,P01613,2024-04-01,9,False,table_games,14,33,4.04,0,False,False,tablet
S0011879,P01613,2024-04-01,12,False,slots,6,23,10.47,0,False,False,tablet
S0011880,P01613,2024-03-29,7,False,slots,74,214,7.79,1,True,False,tablet
S0011881,P01613,2024-03-26,17,False,slots,13,49,2.23,0,True,False,tablet
S0011882,P01613,2024-03-20,21,True,slots,15,28,34.67,0,True,False,tablet
S0011883,P01613,2024-04-03,12,False,sports_betting,12,43,41.69,0,False,False,tablet
S0011884,P01614,2024-02-01,17,False,slots,8,12,6.11,2,False,False,mobile
S0011885,P01614,2024-02-19,14,False,slots,23,88,0.95,1,False,False,mobile
S0011886,P01614,2024-01-14,22,True,slots,13,27,2.25,2,False,False,mobile
S0011887,P01614,2024-01-13,10,False,slots,93,227,5.43,0,True,False,mobile
S0011888,P01614,2024-01-28,19,True,table_games,28,101,8.57,1,False,False,mobile
S0011889,P01614,2024-01-17,20,True,slots,6,9,9.63,0,True,False,mobile
S0011890,P01614,2024-01-14,7,False,live_casino,21,83,5.48,0,True,False,mobile
S0011891,P01614,2024-02-15,16,False,slots,33,64,7.53,2,True,False,mobile
S0011892,P01614,2024-02-11,11,False,slots,23,36,12.46,1,True,False,mobile
S0011893,P01614,2024-01-16,18,True,live_casino,30,97,0.61,0,False,False,mobile
S0011894,P01614,2024-01-29,10,False,slots,8,27,29.62,2,False,False,mobile
S0011895,P01614,2024-02-03,14,False,slots,11,22,2.78,0,True,False,mobile
S0011896,P01620,2024-02-25,15,False,slots,18,27,4.03,0,True,False,mobile
S0011897,P01620,2024-02-12,7,False,sports_betting,9,20,16.41,0,True,False,mobile
S0011898,P01620,2024-04-05,16,False,sports_betting,7,13,5.64,0,True,False,mobile
S0011899,P01620,2024-02-10,19,True,slots,16,55,9.76,0,True,False,mobile
S0011900,P01620,2024-03-06,20,True,live_casino,30,45,3.68,0,True,False,mobile
S0011901,P01620,2024-03-02,10,False,slots,59,140,0.95,1,True,False,mobile
S0011902,P01620,2024-03-09,10,False,sports_betting,5,14,16.96,0,True,False,mobile
S0011903,P01620,2024-03-30,21,True,live_casino,33,110,10.5,1,True,False,mobile
S0011904,P01620,2024-03-26,11,False,sports_betting,16,49,6.66,0,False,False,mobile
S0011905,P01620,2024-03-31,9,False,slots,18,49,2.84,1,False,False,mobile
S0011906,P01620,2024-02-19,19,True,sports_betting,42,121,7.5,0,True,False,mobile
S0011907,P01620,2024-02-10,14,False,slots,84,269,11.72,0,True,False,mobile
S0011908,P01620,2024-04-06,19,True,slots,15,54,5.03,1,True,False,mobile
S0011909,P01620,2024-03-18,8,False,slots,86,192,6.63,0,True,False,mobile
S0011910,P01620,2024-02-27,16,False,live_casino,26,50,3.48,1,True,False,mobile
S0011911,P01620,2024-02-17,19,True,table_games,31,49,8.29,0,True,False,mobile
S0011912,P01620,2024-03-07,3,False,slots,16,50,14.21,0,True,False,mobile
S0011913,P01620,2024-02-21,15,False,live_casino,15,52,5.79,0,False,False,mobile
S0011914,P01620,2024-03-24,18,True,live_casino,17,44,4.96,0,True,False,mobile
S0011915,P01620,2024-03-01,11,False,slots,13,22,4.59,1,False,False,mobile
S0011916,P01620,2024-02-14,20,True,slots,51,90,2.2,0,False,False,mobile
S0011917,P01620,2024-02-16,9,False,live_casino,22,42,19.69,0,True,False,mobile
S0011918,P01620,2024-04-06,20,True,live_casino,99,236,3.47,0,True,False,mobile
S0011919,P01620,2024-04-01,22,True,live_casino,6,11,1.6,1,True,False,mobile
S0011920,P01620,2024-02-20,17,False,slots,21,49,6.11,0,False,False,mobile
S0011921,P01620,2024-03-03,16,False,slots,11,16,2.25,0,True,False,mobile
S0011922,P01620,2024-03-23,16,False,slots,62,115,6.93,2,True,False,mobile
S0011923,P01620,2024-03-16,14,False,slots,2,6,8.21,0,True,False,mobile
S0011924,P01620,2024-02-10,21,True,sports_betting,51,166,10.29,0,True,False,mobile
S0011925,P01620,2024-02-15,9,False,slots,26,95,12.14,1,True,False,mobile
S0011926,P01623,2024-02-15,14,False,slots,15,52,2.32,1,True,False,desktop
S0011927,P01623,2024-02-22,20,True,live_casino,15,44,8.42,0,False,False,desktop
S0011928,P01623,2024-03-16,11,False,slots,15,35,5.53,0,True,False,desktop
S0011929,P01623,2024-04-08,13,False,sports_betting,14,27,5.08,1,False,False,desktop
S0011930,P01623,2024-04-14,18,True,live_casino,74,147,7.6,0,False,False,desktop
S0011931,P01623,2024-04-14,9,False,slots,28,42,4.93,0,False,False,desktop
S0011932,P01623,2024-05-07,19,True,sports_betting,15,57,5.29,0,True,False,desktop
S0011933,P01623,2024-03-08,12,False,slots,4,15,2.3,0,False,False,desktop
S0011934,P01623,2024-02-25,7,False,slots,4,9,9.7,0,False,False,desktop
S0011935,P01623,2024-03-13,21,True,live_casino,2,3,11.18,1,False,False,desktop
S0011936,P01623,2024-03-04,9,False,slots,8,24,5.26,0,False,False,desktop
S0011937,P01623,2024-02-28,15,False,table_games,51,154,13.42,0,False,False,desktop
S0011938,P01623,2024-04-04,6,False,live_casino,8,29,5.3,0,False,False,desktop
S0011939,P01623,2024-03-04,14,False,slots,23,36,5.34,1,True,False,desktop
S0011940,P01623,2024-04-01,11,False,live_casino,107,206,8.81,0,True,False,desktop
S0011941,P01623,2024-04-18,19,True,slots,15,32,7.7,0,True,False,desktop
S0011942,P01623,2024-03-21,12,False,live_casino,41,67,2.84,0,True,False,desktop
S0011943,P01623,2024-04-28,21,True,slots,74,120,5.09,1,True,False,desktop
S0011944,P01623,2024-03-30,6,False,live_casino,8,29,8.1,0,False,False,desktop
S0011945,P01623,2024-05-05,9,False,sports_betting,30,75,14.68,0,False,False,desktop
S0011946,P01623,2024-03-07,18,True,slots,78,160,20.09,0,True,False,desktop
S0011947,P01623,2024-03-23,9,False,slots,36,125,10.38,2,True,False,desktop
S0011948,P01623,2024-05-08,7,False,table_games,2,3,6.29,0,False,False,desktop
S0011949,P01623,2024-03-07,18,True,slots,16,58,14.0,0,True,False,desktop
S0011950,P01623,2024-02-21,21,True,sports_betting,82,194,14.16,1,False,False,desktop
S0011951,P01623,2024-03-14,6,False,sports_betting,37,60,3.45,0,False,False,desktop
S0011952,P01623,2024-05-03,10,False,table_games,12,26,2.0,2,True,False,desktop
S0011953,P01623,2024-03-19,17,False,slots,24,78,9.76,0,False,False,desktop
S0011954,P01623,2024-04-29,15,False,live_casino,19,75,4.96,0,False,False,desktop
S0011955,P01623,2024-03-04,13,False,slots,15,46,0.82,3,False,False,desktop
S0011956,P01623,2024-04-11,15,False,slots,39,103,3.02,1,False,False,desktop
S0011957,P01623,2024-03-25,12,False,slots,21,59,0.99,0,False,False,desktop
S0011958,P01623,2024-02-24,22,True,slots,6,11,3.78,0,False,False,desktop
S0011959,P01623,2024-03-18,20,True,live_casino,8,31,5.05,0,False,False,desktop
